host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,review_scores_rating,year_host,neighbourhood_cleansed2
within an hour,100,65,TRUE,3,3,TRUE,Bukit Timah,Central Region,1.31077,103.796,apartment,Private room,2,1,83,2,1125,2,2,1125,1125,2,1125,29,59,89,364,11,2,0,10,10,10,10,9,10,FALSE,3,1,2,0,0.23,49,1000,176,1.5,Other,6,33,98,2114,Others
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.30976,103.86193,apartment,Private room,1,1,28,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,0,0,10,10,10,10,6,8,FALSE,136,2,134,0,0.05,29,1000,70,3,Shared,5,28,100,3149,Kallang
within a few hours,100,100,FALSE,18,18,TRUE,Kallang,Central Region,1.31114,103.86054,hostel,Others,16,16,24,1,1125,1,1,1125,1125,1,1125,0,23,53,328,23,0,0,8,7,9,9,9,8,FALSE,18,0,0,7,0.47,39,998,1194,6,Shared,3,18,71,1906,Kallang
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28669,103.84767,hostel,Hotel room,1,1,27,1,1125,1,1,1125,1125,1,1125,30,60,90,365,27,2,0,10,9,9,9,10,9,TRUE,44,0,2,1,0.55,36,1000,605,3,Other,3,16,90,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28832,103.84691,Others,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,28,0,0,9,9,9,10,10,9,TRUE,44,0,2,1,0.58,35,1000,605,3,Other,3,17,92,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28723,103.84843,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,7,0,0,8,8,9,9,9,8,TRUE,44,0,2,1,0.15,20,999,605,3,Other,3,18,77,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28696,103.84686,hostel,Hotel room,1,1,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,26,0,0,10,10,10,9,10,9,TRUE,44,0,2,1,0.53,19,1000,605,3,Other,3,18,91,1750,Others
a few days or more,0,NA,FALSE,3,3,FALSE,Bukit Merah,Central Region,1.28444,103.82431,apartment,Private room,2,1,70,180,360,1,180,1125,1125,26.5,1125,0,0,0,0,38,0,0,9,8,10,9,9,9,FALSE,3,0,3,0,0.78,26,782,NA,1,Other,4,9,89,1736,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.2866,103.84619000000001,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,44,0,2,1,NA,35,1000,605,3,Other,3,18,NA,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28798,103.84775,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,5,0,0,9,9,9,10,9,10,TRUE,44,0,2,1,0.11,35,1000,605,3,Other,3,18,96,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28804,103.84632,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,5,0,0,9,9,10,10,10,10,TRUE,44,0,2,1,0.1,35,1000,605,3,Other,3,18,92,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28636,103.84616,hostel,Hotel room,1,1,27,1,1125,1,1,1125,1125,1,1125,30,60,90,365,28,1,0,9,9,10,10,10,9,TRUE,44,0,2,1,0.6,35,1000,605,3,Other,3,18,90,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.2868,103.84794,hostel,Hotel room,1,1,27,1,1125,1,1,1125,1125,1,1125,30,60,90,365,2,0,0,9,9,10,7,10,9,TRUE,44,0,2,1,0.05,35,1000,605,3,Other,3,18,80,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28722,103.84838,hostel,Hotel room,1,1,27,1,1125,1,1,1125,1125,1,1125,30,60,90,365,10,0,0,10,9,10,10,10,10,TRUE,44,0,2,1,0.21,35,1000,605,3,Other,3,17,90,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28827,103.84799,hostel,Hotel room,1,1,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,2,0,0,10,10,10,10,10,10,TRUE,44,0,2,1,0.04,19,1000,605,3,Other,3,18,100,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28797,103.84639,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,8,0,0,10,9,10,9,10,8,TRUE,44,0,2,1,0.17,21,1000,605,3,Other,3,18,83,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28701,103.8477,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,1,0,0,6,8,8,6,8,6,TRUE,44,0,2,1,0.02,21,1000,605,3,Other,3,18,60,1750,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28692,103.84805,hostel,Hotel room,1,1,29,1,1125,1,1,1125,1125,1,1125,30,60,90,365,12,0,0,10,9,9,10,10,9,TRUE,44,0,2,1,0.25,21,1000,605,3,Other,3,18,88,1750,Others
within an hour,100,65,TRUE,3,3,TRUE,Queenstown,Central Region,1.30774,103.79724,apartment,Entire home/apt,3,2,234,2,1125,2,2,1125,1125,2,1125,29,59,89,364,15,1,0,10,10,10,10,10,10,FALSE,3,1,2,0,0.31,49,999,176,3,Other,6,32,99,2114,Others
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29724,103.83661,apartment,Entire home/apt,2,1,115,7,1125,7,7,1125,1125,7,1125,30,60,90,339,23,0,0,9,9,10,10,10,9,TRUE,17,2,1,0,0.49,49,999,113,1,Other,6,26,90,1450,Others
within a few hours,100,100,FALSE,43,43,FALSE,Bedok,East Region,1.31338,103.92979,house,Private room,1,0,26,356,1125,356,356,1125,1125,356,1125,30,60,90,365,1,0,0,NA,NA,NA,NA,NA,NA,TRUE,44,0,2,1,0.04,50,549,605,1.5,Shared,3,11,NA,1750,Others
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29704,103.83648,serviced apartment,Hotel room,2,1,115,6,1125,6,6,1125,1125,6,1125,30,60,83,332,12,0,0,9,9,10,10,10,9,TRUE,17,2,1,0,0.25,46,999,113,1,Other,6,22,88,1450,Others
a few days or more,0,NA,FALSE,3,3,FALSE,Sembawang,Others,1.44115,103.82446,house,Private room,6,5,92,6,86,6,7,86,86,6.3,86,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,6,0,6,0,NA,47,586,221,1,Private,3,8,NA,1443,Others
within a few hours,100,100,FALSE,13,13,TRUE,Rochor,Central Region,1.29943,103.85274,apartment,Others,4,4,29,2,180,2,2,1125,1125,2,1125,29,59,89,364,15,2,0,9,9,9,10,10,9,FALSE,13,0,1,12,0.31,46,995,459,2,Shared,3,30,93,1892,Rochor
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28633,103.8468,hostel,Hotel room,1,1,39,1,1125,1,1,1125,1125,1,1125,25,55,85,360,5,0,0,9,9,10,10,10,9,TRUE,44,0,2,1,0.1,19,999,605,0,Other,3,16,92,1750,Others
a few days or more,0,NA,FALSE,3,3,FALSE,Sembawang,Others,1.44065,103.82362,house,Private room,2,1,73,7,365,7,7,365,365,7,365,30,60,90,365,2,0,0,10,10,10,10,10,10,FALSE,6,0,6,0,0.04,44,95,221,1,Private,3,9,80,1443,Others
within an hour,100,95,FALSE,9,9,TRUE,Kallang,Central Region,1.3068,103.86003,apartment,Private room,2,1,80,1,1125,1,1,1125,1125,1,1125,0,0,0,0,233,24,0,10,9,10,10,10,9,FALSE,2,0,2,0,4.77,49,1000,253,1,Shared,7,28,95,3064,Kallang
within a few hours,90,73,FALSE,8,8,TRUE,River Valley,Central Region,1.29562,103.83587,condominium,Entire home/apt,4,3,210,3,1125,1,3,1125,1125,3,1125,23,53,83,332,84,4,0,10,10,9,9,9,8,FALSE,8,8,0,0,1.73,28,1000,NA,2,Other,6,27,91,2051,Others
within a few hours,100,81,TRUE,4,4,FALSE,Novena,Central Region,1.32437,103.8488,Others,Private room,2,0,45,4,1125,4,4,1125,1125,4,1125,1,31,61,61,8,1,0,9,9,10,10,10,10,FALSE,2,0,2,0,0.19,33,1000,NA,1.5,Other,3,16,93,1668,Novena
within a few hours,100,100,FALSE,13,13,TRUE,Rochor,Central Region,1.29806,103.85257,apartment,Others,4,5,29,5,180,2,5,1125,1125,5,1125,30,60,90,365,14,0,0,9,9,10,10,10,9,TRUE,13,0,1,12,0.33,47,998,459,3,Shared,3,26,91,1892,Rochor
within a day,75,100,FALSE,8,8,TRUE,Outram,Central Region,1.28466,103.8435,hostel,Hotel room,12,10,31,1,1125,1,1,1125,1125,1,1125,30,60,90,365,36,0,0,9,8,9,9,10,9,TRUE,8,0,2,0,0.75,49,1000,NA,6,Other,3,17,86,1535,Outram
within a few hours,100,100,TRUE,2,2,FALSE,Serangoon,Others,1.38559,103.87359,Others,Private room,2,2,75,2,31,2,2,31,31,2,31,0,0,0,183,26,5,0,10,10,10,10,9,10,FALSE,2,0,2,0,0.54,29,781,621,1,Private,5,23,97,2853,Others
within a day,80,85,FALSE,18,18,TRUE,Kallang,Central Region,1.31005,103.85829,hostel,Private room,16,16,560,1,1125,1,1,1125,1125,1,1125,25,55,85,360,2,0,0,8,7,9,10,8,9,FALSE,17,0,4,11,0.05,25,1000,NA,1,Shared,5,15,70,1734,Kallang
N/A,NA,NA,FALSE,1,1,TRUE,Ang Mo Kio,Others,1.37441,103.828,house,Private room,1,1,35,90,365,90,90,365,365,90,365,23,53,83,358,1,0,0,10,10,10,10,10,10,FALSE,1,0,1,0,0.02,31,688,NA,1,Shared,9,8,100,2062,Others
N/A,NA,NA,FALSE,1,1,FALSE,River Valley,Central Region,1.29772,103.8362,Others,Private room,2,1,137,100,1125,90,100,1125,1125,97.1,1125,30,60,90,181,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,34,799,NA,2,Other,3,16,NA,2204,Others
a few days or more,0,60,FALSE,3,3,TRUE,Bukit Timah,Central Region,1.33869,103.78381,house,Private room,4,1,135,2,60,2,2,60,60,2,60,0,0,0,0,22,0,0,9,9,9,9,9,10,FALSE,2,0,2,0,0.47,32,791,NA,1,Private,5,11,94,1439,Others
within a few hours,100,93,FALSE,9,9,TRUE,Geylang,Central Region,1.31198,103.87923,condominium,Private room,2,2,39,1,1125,1,1,1125,1125,1,1125,30,60,90,365,5,0,0,8,9,8,8,8,8,FALSE,9,1,8,0,0.16,46,123,26,1,Private,6,23,80,2194,Geylang
a few days or more,0,NA,FALSE,2,2,FALSE,Rochor,Central Region,1.30212,103.84809,apartment,Private room,2,1,65,30,30,30,30,1125,1125,30,1125,29,59,89,179,38,0,0,9,9,9,9,10,9,FALSE,2,0,2,0,0.79,38,585,NA,1,Shared,3,26,91,1428,Rochor
a few days or more,0,NA,FALSE,1,1,TRUE,Queenstown,Central Region,1.27437,103.8007,condominium,Private room,2,1,93,1,1125,1,1,1125,1125,1,1125,29,59,89,179,1,0,0,10,10,10,10,10,10,FALSE,1,0,1,0,0.03,31,253,NA,1,Shared,7,10,100,2417,Others
within a few hours,93,9,FALSE,16,16,TRUE,Kallang,Central Region,1.31225,103.86085,apartment,Entire home/apt,6,2,167,1,1125,1,1,1125,1125,1,1125,16,46,76,351,1,0,0,8,8,10,10,10,10,FALSE,16,16,0,0,0.06,39,1000,54,1,Other,8,38,100,2306,Kallang
a few days or more,0,NA,FALSE,3,3,FALSE,Sembawang,Others,1.44173,103.8248,house,Private room,2,1,92,7,1125,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,6,0,6,0,NA,35,177,221,1,Private,3,10,NA,1443,Others
a few days or more,0,60,FALSE,3,3,TRUE,Bukit Timah,Central Region,1.34033,103.78316,house,Private room,4,1,135,2,60,2,2,60,60,2,60,28,58,88,88,56,1,0,9,9,9,9,9,9,FALSE,2,0,2,0,1.29,19,891,NA,1,Private,5,12,92,1439,Others
within an hour,95,100,FALSE,68,68,TRUE,Geylang,Central Region,1.31522,103.882,apartment,Private room,1,1,59,18,999,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.02,48,1000,84,3,Other,5,29,100,1550,Geylang
within an hour,100,97,FALSE,15,15,TRUE,Geylang,Central Region,1.31319,103.87916,apartment,Private room,4,4,60,2,1125,2,2,1125,1125,2,1125,30,60,90,90,127,2,0,10,9,10,10,9,9,TRUE,8,1,7,0,2.66,46,1000,762,2,Shared,10,16,91,2062,Geylang
within a few hours,100,50,TRUE,2,2,TRUE,Woodlands,Others,1.43141,103.7738,apartment,Private room,2,2,40,21,1125,21,21,1125,1125,21,1125,30,60,90,365,10,4,1,9,10,9,10,10,9,FALSE,1,0,1,0,0.33,26,999,NA,2,Shared,7,33,94,2237,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28818,103.84775,hostel,Hotel room,1,1,39,1,1125,1,1,1125,1125,1,1125,25,55,85,360,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,44,0,2,1,NA,19,999,605,0,Other,3,17,NA,1750,Others
within a few hours,100,89,FALSE,40,40,TRUE,Outram,Central Region,1.28149,103.84242,serviced apartment,Entire home/apt,1,0,65,90,1125,90,90,1125,1125,90,1125,30,60,90,365,8,1,0,10,10,10,10,10,10,FALSE,38,35,1,0,0.19,41,1000,1067,1,Other,5,24,100,2250,Outram
within a few hours,100,100,FALSE,13,13,TRUE,Downtown Core,Central Region,1.29615,103.85461,house,Private room,3,2,71,6,1125,2,6,1125,1125,6,1125,26,56,86,176,64,1,0,9,9,10,10,10,9,TRUE,13,0,1,12,1.33,25,996,459,3,Shared,3,35,91,1892,Downtown Core
within an hour,100,100,FALSE,23,23,TRUE,Newton,Central Region,1.30612,103.84001,apartment,Private room,2,1,106,90,1125,90,90,1125,1125,90,1125,29,59,89,364,15,1,0,10,9,10,10,10,9,FALSE,19,1,18,0,0.31,28,653,567,1.5,Other,5,12,95,2541,Others
within an hour,100,82,FALSE,14,14,TRUE,Jurong West,West Region,1.34532,103.7213,apartment,Private room,3,2,68,5,1125,5,5,1125,1125,5,1125,30,60,90,365,5,1,0,8,7,7,8,8,7,FALSE,2,0,2,0,0.11,47,999,20,1.5,Shared,8,28,68,2299,Others
within an hour,98,93,FALSE,5,5,TRUE,Choa Chu Kang,West Region,1.37944,103.75984,condominium,Entire home/apt,16,2,377,1,1125,1,1,1125,1125,1,1125,26,56,86,176,93,13,0,9,9,9,9,9,8,FALSE,5,5,0,0,1.98,31,1000,NA,1,Other,8,19,85,1530,Others
a few days or more,0,25,FALSE,0,0,FALSE,Kallang,Central Region,1.31143,103.86067,hostel,Others,16,NA,49,1,1125,1,1,1125,1125,1,1125,30,60,90,365,16,0,0,9,8,9,9,8,8,FALSE,2,0,0,2,0.36,50,602,1194,6,Shared,3,16,80,1408,Kallang
within an hour,100,100,FALSE,2,2,FALSE,Downtown Core,Central Region,1.27515,103.84332,apartment,Private room,2,1,42,180,1125,180,180,1125,1125,180,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,2,0,2,0,NA,33,402,56,1,Private,2,13,NA,2277,Downtown Core
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30938,103.86231,apartment,Private room,1,1,59,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,0,0,7,7,10,10,10,6,TRUE,79,1,78,0,0.04,43,999,84,3,Shared,5,27,90,1550,Kallang
within an hour,100,0,FALSE,3,3,TRUE,Rochor,Central Region,1.30167,103.84721,condominium,Private room,2,1,121,1,1125,1,1,1125,1125,1,1125,30,60,90,365,9,0,0,9,9,8,9,9,8,FALSE,3,1,2,0,0.24,22,402,NA,1,Shared,5,18,89,1944,Rochor
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.31033,103.8615,apartment,Private room,1,1,25,18,1124,18,18,1125,1125,18,1125,27,57,87,362,1,0,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.02,36,1000,84,3,Shared,5,28,100,1550,Kallang
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28436,103.84309,apartment,Private room,1,1,61,18,1124,18,18,1125,1125,18,1125,26,56,86,361,1,0,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.02,41,1000,84,1,Private,5,29,100,1550,Outram
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30972,103.86321,apartment,Private room,1,1,49,18,365,18,18,365,365,18,365,30,60,90,365,1,1,0,10,8,10,10,10,10,TRUE,79,1,78,0,0.83,36,1000,84,2,Shared,5,28,100,1550,Kallang
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.3078,103.8615,apartment,Private room,1,0,25,18,365,6,18,365,365,17.9,365,26,56,86,361,4,0,0,10,9,10,9,10,9,TRUE,79,1,78,0,0.09,36,999,84,3,Shared,5,28,95,1550,Kallang
within a few hours,100,89,FALSE,40,40,TRUE,Outram,Central Region,1.2813,103.84288,serviced apartment,Entire home/apt,1,1,74,90,1125,90,90,1125,1125,90,1125,30,60,90,365,5,0,0,10,10,10,10,10,10,FALSE,38,35,1,0,0.17,38,1000,1067,1,Other,5,22,100,2250,Outram
a few days or more,0,100,FALSE,1,1,FALSE,Outram,Central Region,1.2829,103.84417,Others,Hotel room,1,58,56,1,1125,1,1,1125,1125,1,1125,30,60,90,365,76,1,0,10,9,9,10,10,9,TRUE,1,0,0,0,1.61,27,270,NA,12.5,Other,3,20,93,1392,Outram
N/A,NA,NA,FALSE,1,1,TRUE,Marine Parade,Central Region,1.3035,103.89663,house,Private room,1,1,65,90,1125,90,90,1125,1125,90,1125,30,60,90,90,1,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,0.03,24,560,NA,1,Private,7,10,NA,1476,Others
a few days or more,0,25,FALSE,0,0,FALSE,Kallang,Central Region,1.31157,103.86069,hostel,Others,16,16,25,1,1125,1,1,1125,1125,1,1125,30,60,90,365,43,0,0,9,8,10,9,9,9,FALSE,2,0,0,2,0.91,34,602,1194,4,Shared,3,17,84,1408,Kallang
within a few hours,90,NA,FALSE,4,4,FALSE,Bedok,East Region,1.3209,103.92162,house,Private room,6,1,88,1,30,1,1,30,30,1,30,30,60,90,90,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,4,0,4,0,NA,49,564,NA,1.5,Other,3,21,NA,1665,Others
within an hour,100,20,TRUE,1,1,TRUE,Jurong West,West Region,1.33863,103.69112,house,Private room,2,1,90,3,90,3,3,90,90,3,90,0,0,0,0,32,2,1,10,10,10,10,10,10,FALSE,1,0,1,0,0.74,9,379,56,1,Private,7,23,99,1388,Others
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34667,103.72143,apartment,Entire home/apt,8,3,256,15,1125,15,15,1125,1125,15,1125,0,0,26,301,10,0,0,9,8,10,9,8,8,FALSE,5,1,4,0,0.22,49,1000,57,4,Other,7,28,88,2643,Others
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30971,103.86235,apartment,Private room,1,1,59,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,0,0,9,8,9,9,10,10,TRUE,79,1,78,0,0.04,42,1000,84,3,Shared,5,28,90,1550,Kallang
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34702,103.72349,apartment,Private room,3,2,89,5,1125,5,5,1125,1125,5,1125,0,29,59,334,10,0,0,9,9,9,9,9,9,FALSE,5,1,4,0,0.22,49,999,57,1.5,Other,7,32,88,2643,Others
within an hour,100,71,FALSE,13,13,TRUE,Rochor,Central Region,1.31246,103.85441,Others,Private room,3,2,56,2,365,2,2,365,365,2,365,30,60,90,270,103,2,0,9,8,10,10,9,9,FALSE,8,1,7,0,2.2,24,998,NA,2.5,Shared,6,20,90,1888,Rochor
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,2,1,321,1,1125,1,1,99,99,1,99,30,60,90,181,47,0,0,10,10,10,10,10,10,TRUE,7,0,7,0,1.12,42,651,86,1,Other,3,21,99,1393,Others
within a few hours,92,15,FALSE,9,9,FALSE,Queenstown,Central Region,1.2926,103.76837,apartment,Others,3,1,19,5,1125,5,5,1125,1125,5,1125,21,51,81,81,9,0,0,9,8,9,9,9,9,FALSE,8,0,1,7,0.21,49,998,174,4,Shared,3,9,89,2755,Others
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,718,1,1125,1,1,99,99,1,99,2,24,52,141,24,0,0,10,10,10,10,10,9,TRUE,7,0,7,0,0.56,26,830,86,1,Private,3,22,98,1393,Others
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,634,1,1125,1,1,99,99,1,99,24,54,84,174,10,0,0,10,10,10,10,10,9,TRUE,7,0,7,0,0.23,27,830,86,1,Private,3,23,94,1393,Others
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,598,1,1125,1,1,99,99,1,99,26,56,86,177,22,1,0,10,10,10,10,10,10,TRUE,7,0,7,0,0.48,44,830,86,1,Private,3,23,97,1393,Others
a few days or more,46,82,FALSE,126,126,TRUE,Newton,Central Region,1.30547,103.84647,condominium,Entire home/apt,3,1,130,25,1125,25,25,1125,1125,25,1125,30,60,90,365,3,0,0,8,8,9,9,10,8,FALSE,69,68,0,0,0.11,30,1000,396,1,Other,8,32,87,2118,Others
a few days or more,46,82,FALSE,126,126,TRUE,Novena,Central Region,1.32851,103.84921,condominium,Entire home/apt,3,1,130,30,1125,30,30,1125,1125,30,1125,30,60,90,365,1,0,0,10,10,10,10,10,10,FALSE,69,68,0,0,0.04,32,1000,396,1,Other,8,26,100,2118,Novena
N/A,NA,NA,FALSE,1,1,FALSE,Geylang,Central Region,1.3161,103.89011,apartment,Entire home/apt,4,2,114,183,1125,183,183,1125,1125,183,1125,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,41,363,NA,2,Other,2,16,NA,1445,Geylang
within an hour,100,100,FALSE,23,23,TRUE,Museum,Central Region,1.29782,103.84974,apartment,Private room,1,1,50,4,1125,4,4,1125,1125,4,1125,27,57,87,177,5,1,0,6,6,8,7,8,6,FALSE,19,1,18,0,0.19,45,519,567,2,Shared,5,14,68,2541,Others
within an hour,100,100,FALSE,23,23,TRUE,Toa Payoh,Central Region,1.34336,103.84041,condominium,Private room,2,1,66,90,365,90,90,365,365,90,365,29,59,89,364,9,3,0,8,8,10,9,10,8,FALSE,19,1,18,0,0.19,32,821,567,2,Shared,5,24,80,2541,Others
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28747,103.847,hostel,Hotel room,1,1,132,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,44,0,2,1,NA,36,1000,605,0,Other,3,16,NA,1750,Others
within a few hours,93,9,FALSE,16,16,TRUE,Kallang,Central Region,1.31192,103.8588,condominium,Entire home/apt,6,2,167,1,1125,1,1,1125,1125,1,1125,16,46,76,351,1,0,0,NA,NA,NA,NA,NA,NA,FALSE,16,16,0,0,0.02,43,1000,54,1,Other,8,35,NA,2306,Kallang
within a day,100,0,FALSE,1,1,FALSE,Bedok,East Region,1.31785,103.90726,apartment,Private room,2,1,30,2,12,2,2,12,12,2,12,1,2,32,32,7,0,0,10,10,10,10,9,10,FALSE,1,0,1,0,0.15,11,208,NA,1,Other,7,13,100,1663,Others
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28883,103.84935,serviced apartment,Entire home/apt,2,1,106,1,365,1,6,365,365,3.9,365,0,0,0,0,6,3,0,10,10,10,10,10,10,TRUE,38,35,1,0,0.15,48,999,1067,1,Other,5,25,100,2250,Others
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28871,103.84845,serviced apartment,Entire home/apt,2,1,98,1,365,1,6,365,365,3.9,365,28,58,88,336,68,28,1,10,10,10,10,10,10,TRUE,38,35,1,0,1.51,40,999,1067,1,Other,5,26,96,2250,Others
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.2887,103.84923,serviced apartment,Entire home/apt,1,1,93,1,365,1,6,365,365,3.9,365,28,58,88,336,47,15,0,10,10,10,10,10,9,TRUE,38,35,1,0,1.03,47,998,1067,1.5,Other,5,26,97,2250,Others
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28329,103.84129,apartment,Private room,1,1,69,90,365,90,90,1125,1125,90,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,79,1,78,0,NA,35,1000,84,2,Shared,5,27,NA,1550,Outram
within an hour,100,78,FALSE,3,3,TRUE,Bedok,East Region,1.31691,103.91025,house,Private room,2,1,40,1,1125,1,1,1125,1125,1,1125,30,60,90,90,50,0,0,9,9,9,9,9,9,FALSE,3,0,3,0,1.46,34,196,NA,1,Shared,6,10,92,1468,Others
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34576,103.72296,apartment,Private room,3,2,70,7,1125,7,7,1125,1125,7,1125,1,1,27,302,8,1,1,10,9,10,10,10,10,FALSE,5,1,4,0,0.21,40,1000,57,1.5,Shared,7,28,88,2643,Others
within a few hours,70,50,FALSE,4,4,FALSE,Yishun,Others,1.4087,103.81946,house,Private room,2,1,199,7,1125,7,7,1125,1125,7,1125,8,38,68,343,36,0,0,9,9,10,9,8,9,TRUE,3,0,3,0,0.78,50,834,5,1,Private,4,14,91,1659,Others
N/A,NA,100,FALSE,2,2,TRUE,Newton,Central Region,1.30953,103.83938,apartment,Private room,2,1,71,1,180,1,1,1125,1125,1,1125,0,0,0,64,52,7,0,10,9,10,10,9,10,FALSE,2,0,2,0,1.15,36,1000,NA,1,Private,6,24,94,1368,Others
within a few hours,90,100,FALSE,6,6,TRUE,Orchard,Central Region,1.30193,103.83987,serviced apartment,Entire home/apt,2,1,138,6,1125,6,6,1125,1125,6,1125,30,60,90,181,9,0,0,8,8,9,8,10,8,TRUE,6,6,0,0,0.21,45,999,169,1,Other,4,27,80,1366,Others
N/A,NA,NA,FALSE,1,1,FALSE,Serangoon,Others,1.35487,103.8687,apartment,Private room,4,1,375,7,1125,7,7,1125,1125,7,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,11,147,NA,1,Other,2,17,NA,1366,Others
