host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,review_scores_rating,year_host,neighbourhood_cleansed2
within an hour,100,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30087,103.85377,apartment,Entire home/apt,6,4,149,90,1125,90,90,1125,1125,90,1125,0,1,1,225,9,1,0,10,10,10,10,10,10,FALSE,1,1,0,0,0.2,42,1000,488,2,Other,8,22,100,2641,Rochor
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32079,103.91524,house,Private room,3,1,100,7,1125,7,7,1125,1125,7,1125,4,34,64,339,1,0,0,10,10,10,10,10,10,FALSE,28,0,28,0,0.03,45,1000,394,1,Private,3,16,100,1717,Others
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.31986,103.9152,Others,Private room,2,1,90,4,1125,4,4,1125,1125,4,1125,0,27,57,147,4,2,0,10,10,10,10,10,9,FALSE,28,0,28,0,0.24,49,1000,394,1,Shared,3,22,95,1717,Others
a few days or more,0,0,FALSE,2,2,TRUE,Clementi,West Region,1.3185500000000001,103.76017,condominium,Private room,2,1,59,10,1125,10,10,1125,1125,10,1125,30,60,90,90,15,0,0,9,8,9,10,10,9,FALSE,1,0,1,0,0.34,40,522,NA,1,Shared,7,27,87,1523,Others
a few days or more,0,0,FALSE,3,3,TRUE,Jurong East,West Region,1.33522,103.74223,apartment,Private room,1,1,75,90,365,90,90,365,365,90,365,30,60,90,180,15,0,0,10,10,9,9,10,9,FALSE,5,1,4,0,0.36,35,997,NA,1,Shared,9,17,96,1364,Others
within a few hours,100,92,TRUE,4,4,TRUE,Jurong West,West Region,1.34482,103.71469,house,Private room,1,1,58,180,365,180,180,365,365,180,365,0,27,57,332,4,0,0,10,10,10,10,9,10,FALSE,2,0,2,0,0.09,26,999,141,1,Shared,8,17,100,2518,Others
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.28168,103.84644,hostel,Others,1,1,136,1,365,1,1,1,365,1,89.8,0,0,27,300,51,0,0,9,9,9,10,10,8,TRUE,3,0,1,2,1.17,43,942,572,3,Shared,4,15,86,3503,Outram
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32556,103.91633,Others,Private room,2,1,130,7,1125,7,7,1125,1125,7,1125,0,29,59,334,6,3,0,10,9,10,10,9,10,FALSE,28,0,28,0,0.19,46,1000,394,1,Private,3,23,90,1717,Others
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28706,103.84801,serviced apartment,Entire home/apt,1,1,78,1,365,1,6,365,365,3.9,365,23,53,83,331,9,7,0,9,9,9,9,9,9,TRUE,38,35,1,0,0.38,50,998,1067,1,Other,5,25,87,2250,Others
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.28302,103.84907,serviced apartment,Entire home/apt,2,1,94,1,365,1,6,365,365,3.9,365,28,58,88,329,29,12,0,10,10,10,10,10,10,TRUE,38,35,1,0,1.11,50,1000,1067,1,Other,5,25,96,2250,Downtown Core
within an hour,100,100,FALSE,23,23,TRUE,Museum,Central Region,1.29787,103.84968,apartment,Private room,1,0,75,90,360,90,90,360,360,90,360,27,57,87,362,10,0,0,9,7,9,9,10,8,FALSE,19,1,18,0,0.23,40,603,567,2,Shared,5,13,82,2541,Others
N/A,NA,100,FALSE,2,2,TRUE,Newton,Central Region,1.30994,103.83999,apartment,Private room,2,1,72,1,90,1,1,1125,1125,1,1125,8,8,8,218,138,12,0,10,10,10,10,10,10,FALSE,2,0,2,0,3,32,999,NA,1,Private,6,23,95,1368,Others
N/A,NA,NA,FALSE,1,1,FALSE,Downtown Core,Central Region,1.27541,103.84431,apartment,Entire home/apt,3,2,109,90,365,90,90,365,365,90,365,28,58,88,363,1,0,0,10,10,10,10,10,8,FALSE,1,1,0,0,0.03,50,1000,286,1.5,Other,3,42,100,1585,Downtown Core
within a day,50,100,FALSE,1,1,FALSE,Bedok,East Region,1.30785,103.93181,Others,Entire home/apt,6,3,230,1,2,1,1,2,2,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,32,580,NA,0.5,Other,3,1,NA,1354,Others
within an hour,100,100,FALSE,2,2,FALSE,Clementi,West Region,1.29446,103.76758,house,Private room,1,1,49,90,365,90,90,1125,1125,90,1125,0,0,0,273,1,0,0,10,10,10,10,10,10,FALSE,2,0,2,0,0.02,10,334,23,1,Private,4,12,100,1354,Others
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32374,103.9152,Others,Private room,2,1,130,28,1125,28,28,1125,1125,28,1125,0,0,0,146,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,28,0,28,0,NA,49,999,394,1,Private,3,24,NA,1717,Others
N/A,NA,NA,FALSE,1,1,TRUE,Downtown Core,Central Region,1.27317,103.84692,apartment,Entire home/apt,4,2,150,60,60,60,60,60,60,60,60,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,44,999,143,2,Other,6,18,NA,2995,Downtown Core
a few days or more,46,82,FALSE,126,126,TRUE,Rochor,Central Region,1.30104,103.85105,condominium,Entire home/apt,6,0,238,30,1125,30,30,1125,1125,30,1125,30,60,90,365,6,0,0,8,9,9,8,9,8,FALSE,69,68,0,0,0.13,37,1000,396,2,Other,8,34,76,2118,Rochor
within an hour,88,90,FALSE,3,3,TRUE,River Valley,Central Region,1.29539,103.84094,apartment,Private room,2,1,68,1,1125,1,1,1125,1125,1,1125,30,60,90,365,125,4,0,10,9,10,10,10,10,TRUE,2,0,2,0,2.77,48,734,NA,1,Shared,7,25,96,2112,Others
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30931,103.86125,apartment,Private room,1,1,26,18,365,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.02,36,1000,84,3,Shared,5,28,100,1550,Kallang
a few days or more,17,77,FALSE,13,13,TRUE,Kallang,Central Region,1.30968,103.87366,Others,Private room,2,1,49,365,1125,2,365,1125,1125,261.7,1125,30,60,90,365,68,3,0,9,9,10,10,10,9,FALSE,11,0,11,0,1.56,34,252,NA,0.5,Shared,6,12,90,1906,Kallang
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30822,103.86306,apartment,Private room,1,1,28,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,2,0,10,10,10,10,10,8,TRUE,79,1,78,0,0.28,38,1000,84,3,Shared,5,28,100,1550,Kallang
a few days or more,0,NA,FALSE,1,1,FALSE,Woodlands,Others,1.43195,103.79652,Others,Private room,1,1,50,1,2,1,1,2,2,1,2,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,50,727,66,1,Shared,1,10,NA,1345,Others
N/A,NA,NA,FALSE,1,1,TRUE,Outram,Central Region,1.27554,103.84119,apartment,Private room,1,1,70,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,38,252,NA,1,Private,6,8,NA,1342,Outram
within an hour,100,96,TRUE,266,266,TRUE,Marine Parade,Central Region,1.30735,103.89918,apartment,Entire home/apt,4,1,108,30,1125,30,30,1125,1125,30,1125,0,0,28,303,21,1,0,10,10,10,10,10,10,TRUE,123,123,0,0,0.46,48,1000,589,1,Other,5,30,97,1728,Others
within a day,100,NA,FALSE,1,1,FALSE,Bukit Timah,Central Region,1.32891,103.81295,condominium,Entire home/apt,6,3,350,180,364,180,180,1125,1125,180,1125,30,60,90,270,1,0,0,10,10,10,10,10,10,TRUE,1,1,0,0,0.03,39,468,NA,4.5,Other,3,13,100,2945,Others
a few days or more,0,NA,FALSE,1,1,FALSE,Kallang,Central Region,1.32785,103.86462,condominium,Entire home/apt,2,1,100,3,30,3,3,30,30,3,30,24,54,84,85,1,0,0,10,10,NA,10,NA,NA,TRUE,1,1,0,0,0.02,46,334,NA,1,Other,3,14,80,2026,Kallang
within a day,100,100,TRUE,2,2,FALSE,Woodlands,Others,1.44728,103.79809,apartment,Private room,3,2,66,4,360,4,4,1125,1125,4,1125,0,28,58,333,40,4,0,10,9,10,10,9,10,TRUE,2,0,2,0,0.89,42,1000,5,1,Private,3,21,96,1341,Others
within a few hours,88,100,FALSE,2,2,TRUE,Kallang,Central Region,1.31873,103.85952,apartment,Private room,2,1,75,3,1125,3,3,1125,1125,3,1125,29,59,89,179,73,2,0,10,10,10,10,10,9,FALSE,2,0,2,0,1.62,49,999,115,1,Shared,9,22,92,1995,Kallang
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.3094,103.86309,apartment,Private room,1,1,23,18,365,18,18,1125,1125,18,1125,27,57,87,362,1,0,0,10,8,10,10,10,10,TRUE,79,1,78,0,0.04,36,1000,84,3,Shared,5,27,100,1550,Kallang
within an hour,100,91,TRUE,16,16,FALSE,Bedok,East Region,1.31907,103.9084,condominium,Entire home/apt,4,1,119,30,1125,30,30,1125,1125,30,1125,3,30,60,335,29,2,1,10,10,10,10,10,10,FALSE,7,7,0,0,0.65,48,1000,389,1,Other,3,32,100,2748,Others
within an hour,100,91,TRUE,16,16,FALSE,Bedok,East Region,1.31825,103.90729,apartment,Entire home/apt,4,1,125,28,1125,28,28,1125,1125,28,1125,23,53,83,358,19,3,1,10,10,10,10,9,9,FALSE,7,7,0,0,0.46,49,1000,389,1,Other,3,30,97,2748,Others
within a day,100,94,TRUE,1,1,TRUE,Bukit Merah,Central Region,1.28342,103.82818,condominium,Private room,2,1,999,1,1125,1,1,1125,1125,1,1125,23,53,83,358,6,0,0,10,10,9,10,10,10,FALSE,1,0,1,0,0.13,42,1000,107,1,Other,5,15,100,2255,Others
within an hour,100,99,FALSE,5,5,TRUE,Geylang,Central Region,1.31481,103.8868,apartment,Entire home/apt,6,4,161,2,1125,2,2,1125,1125,2,1125,9,31,61,95,29,1,0,9,9,10,10,9,9,TRUE,3,3,0,0,0.68,14,998,91,3,Other,9,25,89,2061,Geylang
within an hour,100,100,FALSE,5,5,FALSE,Jurong West,West Region,1.34525,103.69375,apartment,Private room,2,1,75,2,1125,2,2,1125,1125,2,1125,29,59,89,364,20,2,0,10,10,10,10,10,9,FALSE,3,0,3,0,0.62,50,814,496,1,Shared,6,27,96,1774,Others
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30999,103.86117,apartment,Private room,1,1,26,18,365,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,10,10,10,10,10,10,FALSE,79,1,78,0,0.02,36,1000,84,3,Shared,5,28,100,1550,Kallang
N/A,NA,NA,FALSE,1,1,FALSE,Downtown Core,Central Region,1.2746,103.84181,apartment,Private room,4,1,73,365,1125,365,365,1125,1125,365,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,46,149,NA,1,Other,2,9,NA,1333,Downtown Core
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29779,103.83642999999999,serviced apartment,Hotel room,2,1,145,6,1125,6,6,1125,1125,6,1125,30,60,90,339,7,0,0,10,9,10,10,10,9,TRUE,17,2,1,0,0.16,46,1000,113,1,Other,6,22,89,1450,Others
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29738,103.83698,serviced apartment,Hotel room,2,1,135,6,1125,6,6,1125,1125,6,1125,30,60,90,339,16,0,0,9,9,10,10,10,9,TRUE,17,2,1,0,0.37,48,704,113,1,Other,6,25,90,1450,Others
N/A,NA,NA,FALSE,1,1,TRUE,Choa Chu Kang,West Region,1.40255,103.74826,apartment,Private room,1,2,220,7,90,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,50,674,2794,1.5,Shared,6,12,NA,3291,Others
within an hour,67,43,FALSE,1,1,TRUE,Pasir Ris,East Region,1.36883,103.96253,apartment,Private room,1,1,48,1,1125,1,1,1125,1125,1,1125,30,60,90,365,235,7,0,10,10,10,10,10,9,FALSE,1,0,1,0,5.23,29,662,NA,1,Other,8,24,92,1478,Others
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.30751,103.86146,apartment,Private room,1,1,27,18,365,18,18,1125,1125,18,1125,1,1,1,1,2,0,0,10,8,10,10,8,9,FALSE,136,2,134,0,0.05,38,1000,70,3,Shared,5,28,90,3149,Kallang
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.27937,103.84518,serviced apartment,Entire home/apt,2,1,82,90,1125,90,90,1125,1125,90,1125,30,60,90,365,11,0,0,9,9,10,10,10,10,FALSE,38,35,1,0,0.25,39,1000,1067,1,Other,5,17,91,2250,Downtown Core
within a day,80,71,FALSE,4,4,TRUE,Rochor,Central Region,1.30246,103.85052,Others,Entire home/apt,2,2,120,3,1125,3,3,1125,1125,3,1125,25,55,85,360,70,5,0,10,9,10,10,10,9,FALSE,4,4,0,0,1.6,47,799,265,1,Other,5,20,94,1597,Rochor
within a few hours,90,100,FALSE,20,20,TRUE,Orchard,Central Region,1.29925,103.83852,serviced apartment,Hotel room,2,1,115,6,1125,6,6,1125,1125,6,1125,29,59,89,338,7,0,0,9,9,9,9,9,8,TRUE,17,2,1,0,0.16,48,1000,113,1,Other,6,29,89,1450,Others
within a few hours,100,93,TRUE,2,2,TRUE,Clementi,West Region,1.29529,103.76583,house,Private room,1,0,40,90,180,90,90,180,180,90,180,1,1,1,271,29,9,0,10,10,10,10,10,10,FALSE,2,0,2,0,0.75,47,856,276,1,Shared,7,22,100,2063,Others
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.29721,103.85407,apartment,Entire home/apt,2,1,80,90,1125,90,90,1125,1125,90,1125,17,17,17,261,7,0,0,10,9,10,10,10,10,FALSE,38,35,1,0,0.24,41,1000,1067,1,Other,5,15,100,2250,Downtown Core
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,342,6,1125,6,6,1125,1125,6,1125,30,60,90,365,3,0,0,10,10,10,9,10,10,TRUE,7,4,0,0,0.1,48,1000,93,1,Other,3,33,93,1397,Others
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,343,6,1125,6,6,1125,1125,6,1125,27,57,87,362,8,0,0,10,9,10,10,10,9,TRUE,7,4,0,0,0.23,50,1000,93,1,Other,3,39,98,1397,Others
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,342,6,1125,6,6,1125,1125,6,1125,30,60,90,365,2,0,0,9,9,10,9,9,9,TRUE,7,4,0,0,0.06,49,1000,93,1,Other,3,33,90,1397,Others
N/A,NA,NA,FALSE,2,2,FALSE,Bedok,East Region,1.31353,103.93536,house,Private room,1,1,35,90,365,90,90,365,365,90,365,30,60,90,365,10,1,0,10,10,10,10,9,10,TRUE,2,0,2,0,0.23,50,757,NA,1,Private,4,22,96,1341,Others
N/A,NA,NA,FALSE,0,0,TRUE,Sembawang,Others,1.44503,103.82575,apartment,Entire home/apt,2,1,70,92,300,92,92,300,300,92,300,30,60,90,91,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,8,223,NA,1,Other,9,12,NA,1314,Others
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,39,18,365,18,18,1125,1125,18,1125,25,55,85,360,1,0,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.03,20,999,84,1,Private,5,29,100,1550,Outram
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31176,103.85688,apartment,Private room,1,1,31,18,365,18,18,365,365,18,365,11,41,71,346,2,1,0,10,10,10,9,10,10,FALSE,136,2,134,0,0.06,39,1000,70,2,Shared,5,28,90,3149,Kallang
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.31948,103.91496,house,Private room,2,1,90,7,1125,7,7,1125,1125,7,1125,30,60,90,180,3,2,0,10,10,10,10,10,9,FALSE,28,0,28,0,0.13,40,999,394,1,Shared,3,17,100,1717,Others
within a few hours,100,NA,FALSE,1,1,FALSE,Ang Mo Kio,Others,1.36619,103.84749,apartment,Private room,1,1,35,1,5,1,1,5,5,1,5,1,1,27,118,11,0,0,9,10,10,9,10,9,FALSE,1,0,1,0,0.45,43,592,NA,1,Shared,3,12,91,1844,Others
within a day,83,100,FALSE,1,1,TRUE,Bedok,East Region,1.32839,103.91407,condominium,Private room,2,1,60,2,21,2,3,21,21,2.7,21,20,50,80,170,16,1,0,10,10,10,10,9,10,FALSE,1,0,1,0,0.45,27,155,14,1,Shared,7,21,100,3024,Others
within an hour,100,99,FALSE,6,6,TRUE,Kallang,Central Region,1.31851,103.85178,Others,Entire home/apt,2,2,89,3,1125,3,3,1125,1125,3,1125,26,56,86,86,71,5,0,10,9,10,10,9,9,TRUE,6,2,4,0,1.63,49,1000,42,1.5,Other,5,26,94,1801,Kallang
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,59,18,365,18,18,1125,1125,18,1125,21,51,81,356,1,0,0,10,10,10,10,10,10,FALSE,136,2,134,0,0.02,32,1000,70,1,Private,5,29,100,3149,Outram
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,21,51,81,356,1,0,0,8,8,10,10,10,6,FALSE,108,2,106,0,0.03,27,1000,84,1,Private,7,23,80,2660,Outram
N/A,NA,NA,FALSE,1,1,FALSE,Hougang,Others,1.3741,103.90023,apartment,Private room,1,1,168,1,60,1,1,60,60,1,60,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,27,315,NA,1,Shared,2,7,NA,1305,Others
N/A,NA,NA,FALSE,1,1,FALSE,Hougang,Others,1.37447,103.89955,apartment,Private room,1,1,188,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,26,121,NA,1,Private,3,7,NA,1306,Others
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.28174,103.84627,hostel,Private room,1,1,45,1,365,1,1,1,365,1,89.2,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,3,0,1,2,NA,49,918,572,1,Other,4,4,NA,3503,Outram
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.2813,103.84592,hostel,Others,1,1,45,1,365,1,1,1,365,1,89.2,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,3,0,1,2,NA,50,1000,572,1,Shared,4,11,NA,3503,Outram
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.27425,103.84474,Others,Private room,6,3,500,1,1125,1,1,1125,1125,1,1125,0,0,0,0,3,0,0,9,9,10,10,10,8,FALSE,10,0,10,0,0.08,38,793,103,2,Other,4,20,93,1302,Downtown Core
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27577,103.84309,Others,Private room,4,1,400,1,1125,1,1,1125,1125,1,1125,0,0,0,0,1,0,0,10,10,10,10,10,10,FALSE,10,0,10,0,0.06,44,792,103,1,Private,4,20,100,1302,Outram
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27613,103.84335,Others,Private room,6,3,800,1,1125,1,1,1125,1125,1,1125,0,0,0,0,2,0,0,10,10,10,10,10,9,FALSE,10,0,10,0,0.06,44,745,103,2,Other,4,20,100,1302,Outram
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.27767,103.84655,Others,Private room,4,1,550,1,1125,1,1,1125,1125,1,1125,0,0,0,0,2,0,0,10,10,10,9,10,10,FALSE,10,0,10,0,0.05,40,787,103,2,Other,4,18,100,1302,Downtown Core
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.27399,103.84467,Others,Private room,3,1,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,7,0,0,10,9,10,10,10,9,FALSE,10,0,10,0,0.27,49,768,103,1,Private,4,17,89,1302,Downtown Core
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.27456,103.84276,Others,Private room,3,1,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,4,0,0,10,10,10,10,10,10,FALSE,10,0,10,0,0.16,49,768,103,1,Private,4,17,100,1302,Downtown Core
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27534,103.8432,Others,Private room,3,2,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,13,0,0,10,9,10,10,10,9,FALSE,10,0,10,0,0.37,49,768,103,1,Private,4,18,92,1302,Outram
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27607,103.84457,Others,Private room,3,2,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,10,0,0,10,10,10,10,10,10,FALSE,10,0,10,0,0.26,49,768,103,1,Private,4,17,98,1302,Outram
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.2754,103.84454,Others,Private room,3,1,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,21,0,0,9,10,9,9,10,9,FALSE,10,0,10,0,0.5,49,768,103,1,Private,4,17,91,1302,Downtown Core
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27612,103.84262,Others,Private room,3,1,300,1,1125,1,1,1125,1125,1,1125,0,0,0,0,21,0,0,10,9,10,10,10,9,FALSE,10,0,10,0,0.5,49,768,103,1,Private,4,17,95,1302,Outram
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.29777,103.85569,serviced apartment,Entire home/apt,1,1,68,90,1125,90,90,1125,1125,90,1125,30,60,90,365,14,4,0,9,9,10,10,10,10,FALSE,38,35,1,0,0.55,49,999,1067,1,Other,5,23,93,2250,Downtown Core
within a few hours,89,100,FALSE,2,2,TRUE,Bukit Batok,West Region,1.35734,103.7603,condominium,Private room,1,1,35,88,600,88,88,600,600,88,600,0,0,0,211,5,2,0,10,10,10,10,9,10,FALSE,1,0,1,0,0.12,32,600,NA,1,Shared,7,19,100,2312,Others
N/A,NA,NA,FALSE,1,1,TRUE,Bedok,East Region,1.30728,103.91452,apartment,Private room,2,1,100,90,180,90,90,180,180,90,180,0,0,0,0,33,0,0,10,10,10,10,9,10,FALSE,1,0,1,0,0.75,50,998,76,1,Private,6,35,97,2020,Others
within a few hours,100,89,FALSE,40,40,TRUE,River Valley,Central Region,1.2951,103.8381,serviced apartment,Entire home/apt,2,1,86,90,1125,90,90,1125,1125,90,1125,30,60,90,317,16,4,0,9,9,10,10,10,9,FALSE,38,35,1,0,0.54,48,999,1067,1,Other,5,21,88,2250,Others
within a few hours,100,89,FALSE,40,40,TRUE,Outram,Central Region,1.27719,103.84456,serviced apartment,Entire home/apt,2,1,88,90,1125,90,90,1125,1125,90,1125,30,60,64,226,25,2,0,10,10,10,10,10,9,FALSE,38,35,1,0,0.81,38,1000,1067,1,Other,5,24,94,2250,Outram
within an hour,100,89,TRUE,31,31,TRUE,Bedok,East Region,1.3168,103.91381,house,Private room,3,1,130,3,1125,3,3,1125,1125,3,1125,0,0,0,273,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,31,0,31,0,NA,46,1000,440,1,Private,6,24,NA,2220,Others
N/A,NA,NA,FALSE,1,1,FALSE,Hougang,Others,1.37555,103.90092,house,Private room,1,1,99,1,365,1,1,365,365,1,365,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,25,80,NA,1,Shared,3,7,NA,1301,Others
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,59,18,1125,18,18,1125,1125,18,1125,21,51,81,356,1,1,0,10,10,10,10,10,10,TRUE,79,1,78,0,0.09,24,1000,84,1,Private,5,30,100,1550,Outram
within a day,50,NA,FALSE,2,2,FALSE,Sengkang,Others,1.3849,103.90232,apartment,Private room,1,1,20,180,1125,180,180,1125,1125,180,1125,0,0,0,148,1,0,0,10,10,10,10,10,10,FALSE,2,0,2,0,0.02,31,604,NA,1,Shared,3,21,100,1296,Others
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32072,103.91574,Others,Private room,3,1,120,4,1125,4,4,1125,1125,4,1125,0,26,56,331,2,0,0,10,10,10,10,10,10,FALSE,28,0,28,0,0.1,45,998,394,1,Private,3,17,100,1717,Others
within a day,80,72,FALSE,1,1,FALSE,River Valley,Central Region,1.29399,103.84079,apartment,Private room,2,1,85,2,20,2,2,20,20,2,20,30,60,90,91,78,4,0,9,9,10,10,10,9,FALSE,1,0,1,0,1.89,35,676,214,1,Private,5,25,93,2704,Others
within an hour,100,96,TRUE,266,266,TRUE,Clementi,West Region,1.31638,103.75697,apartment,Entire home/apt,3,2,192,90,1125,90,90,1125,1125,90,1125,0,0,0,0,27,2,0,10,10,10,9,9,9,TRUE,123,123,0,0,0.65,50,682,589,1,Other,5,31,96,1728,Others
within a few hours,100,100,TRUE,25,25,TRUE,Singapore River,Central Region,1.28862,103.84243,serviced apartment,Entire home/apt,3,1,375,6,1125,6,6,1125,1125,6,1125,1,1,1,1,8,0,0,10,10,10,10,10,9,TRUE,9,9,0,0,0.22,33,1000,398,1,Other,8,36,95,1292,Others
within a few hours,100,100,TRUE,25,25,TRUE,Outram,Central Region,1.28719,103.84296,serviced apartment,Entire home/apt,5,3,556,6,1125,6,6,1125,1125,6,1125,30,60,90,365,19,2,0,10,10,10,10,10,9,TRUE,9,9,0,0,0.51,35,999,398,1,Other,8,37,97,1292,Outram
N/A,NA,NA,FALSE,1,1,TRUE,Bishan,Central Region,1.35675,103.82623,Others,Private room,1,2,240,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,36,491,28,2,Other,6,15,NA,2212,Others
within a day,50,NA,FALSE,2,2,FALSE,Sengkang,Others,1.38332,103.90216,apartment,Private room,1,1,25,30,1125,30,30,1125,1125,30,1125,0,0,0,210,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,31,559,NA,1,Shared,3,13,NA,1296,Others
within an hour,100,50,FALSE,2,2,FALSE,Ang Mo Kio,Others,1.36747,103.85744,apartment,Private room,1,2,49,5,1125,5,5,1125,1125,5,1125,0,0,0,148,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,21,574,43,1.5,Shared,2,20,NA,2270,Others
N/A,NA,NA,FALSE,1,1,TRUE,Jurong West,West Region,1.33791,103.6947,apartment,Private room,2,1,45,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,44,871,NA,1,Other,7,19,NA,2350,Others
