"","listing_id","nearest_stn","stn_distance","dist_centre"
"1",49091,"ADMIRALTY MRT STATION",617.417339440318,18484.2690485838
"2",50646,"KING ALBERT PARK MRT STATION",399.473123348543,9108.86763811157
"3",56334,"ADMIRALTY MRT STATION",524.060873535847,18441.7958878814
"4",71609,"SIMEI MRT STATION",486.473907930073,13288.0038820944
"5",71896,"UPPER CHANGI MRT STATION",480.925200837015,13545.2729640213
"6",71903,"UPPER CHANGI MRT STATION",588.797916082663,13754.2542978959
"7",71907,"UPPER CHANGI MRT STATION",289.201136991713,13796.2487965658
"8",294281,"NEWTON MRT STATION",120.518470352573,3222.11081526857
"9",301247,"PAYA LEBAR MRT STATION",245.504116216747,5325.16314950852
"10",344803,"UPPER CHANGI MRT STATION",881.284451317219,13741.8394584473
"11",355955,"EUNOS MRT STATION",628.264696653524,6280.93005309598
"12",369141,"NEWTON MRT STATION",101.112502117834,3278.79199776937
"13",369145,"NEWTON MRT STATION",224.269841695079,3331.75733563204
"14",395191,"SOMERSET MRT STATION",848.540492244845,2094.19440960247
"15",423875,"UPPER CHANGI MRT STATION",778.907093666061,13652.980411146
"16",468782,"LORONG CHUAN MRT STATION",1243.83383887525,8583.85327648425
"17",469454,"SIMEI MRT STATION",539.764673378544,13325.1771217177
"18",481789,"TAMPINES WEST MRT STATION",731.379122275924,11166.6740962192
"19",553229,"BOON LAY MRT STATION",662.294218079243,16887.3343236528
"20",604966,"SIXTH AVENUE MRT STATION",394.246187106548,8289.7251474099
"21",606784,"UPPER CHANGI MRT STATION",410.250051485996,13142.4667480358
"22",642660,"LITTLE INDIA MRT STATION",314.231061374802,1634.72521472921
"23",696136,"HOLLAND VILLAGE MRT STATION",460.151711826334,6570.81294385958
"24",733863,"KOVAN MRT STATION",1574.03973350828,9269.38001985316
"25",747813,"TANJONG PAGAR MRT STATION",73.3433715009821,1395.47701254236
"26",747816,"TANJONG PAGAR MRT STATION",75.5725156943042,1414.98903779058
"27",756267,"DAKOTA MRT STATION",1425.16904771695,5651.12152549833
"28",765579,"CHINATOWN MRT STATION",103.453541272987,1201.87444349655
"29",768313,"COVE LRT STATION",64.0643122764955,13907.3290218183
"30",782227,"HAW PAR VILLA MRT STATION",457.889174379028,7479.14762526396
"31",819034,"EUNOS MRT STATION",1651.34539690413,5929.45291705406
"32",819044,"DAKOTA MRT STATION",1444.00790672469,5676.47750405891
"33",823571,"KEMBANGAN MRT STATION",902.881622089752,7470.07797212515
"34",833289,"TIONG BAHRU MRT STATION",1102.14205768786,3424.34335921032
"35",881253,"CHINATOWN MRT STATION",173.68037731465,1204.1130365023
"36",915275,"FARRER PARK MRT STATION",292.089839353013,2907.55082278468
"37",918880,"KOVAN MRT STATION",1640.5269878496,9428.49426940928
"38",922509,"CHINATOWN MRT STATION",51.0528742435562,1149.66147670684
"39",982909,"BUKIT BROWN MRT STATION",227.427438254627,5687.69049975866
"40",1024986,"FORT CANNING MRT STATION",767.240093487741,1867.36563491926
"41",1131162,"BEDOK RESERVOIR MRT STATION",278.037220022323,10227.6123490161
"42",1142414,"BENDEMEER MRT STATION",482.518063772515,2907.88486341813
"43",1183421,"CHINATOWN MRT STATION",259.056019758739,965.131833445085
"44",1210268,"STEVENS MRT STATION",444.667483511841,4403.79021281499
"45",1229614,"STEVENS MRT STATION",559.758837518646,4369.86280025417
"46",1233249,"STEVENS MRT STATION",566.479778053288,4305.22579138992
"47",1244654,"CHINATOWN MRT STATION",106.142857147617,1196.46157720034
"48",1249555,"FARRER PARK MRT STATION",215.75875878911,2878.81151346179
"49",1261443,"CHINATOWN MRT STATION",42.6463759064435,1128.21717493595
"50",1277842,"KENT RIDGE MRT STATION",1795.65254889895,9425.5060696172
"51",1277919,"KENT RIDGE MRT STATION",1795.65254889895,9425.5060696172
"52",1302185,"PAYA LEBAR MRT STATION",395.009725840933,5148.65816246461
"53",1363204,"CHINATOWN MRT STATION",128.616129925607,1224.03850957469
"54",1413962,"KAKI BUKIT MRT STATION",677.14972711143,7713.81195375486
"55",1495386,"PASIR RIS MRT STATION",1018.61619654684,14546.7312978061
"56",1508829,"LAVENDER MRT STATION",69.8500897299811,2629.39347876055
"57",1562453,"NOVENA MRT STATION",750.665200808338,4149.26490787421
"58",1581224,"KALLANG MRT STATION",257.107816001631,3578.68094500019
"59",1611318,"TIONG BAHRU MRT STATION",233.353397475536,2838.26841239022
"60",1615074,"CHINATOWN MRT STATION",103.453541272987,1201.87444349655
"61",1634407,"PAYA LEBAR MRT STATION",795.67898564357,5597.55553367442
"62",1643945,"YIO CHU KANG MRT STATION",1354.69777445447,11611.1726401414
"63",1646909,"BUKIT BATOK MRT STATION",1436.52767556163,12014.4780638511
"64",1647014,"BUKIT BROWN MRT STATION",1041.3078643499,6747.70189415201
"65",1654840,"BUGIS MRT STATION",373.755554485001,1914.93429877349
"66",1678744,"CHINATOWN MRT STATION",81.0559547230129,1018.4448807569
"67",1678754,"CHINATOWN MRT STATION",81.0559547230129,1018.4448807569
"68",1678755,"CHINATOWN MRT STATION",81.0559547230129,1018.4448807569
"69",1710048,"CHINATOWN MRT STATION",102.706027813406,1188.0007550205
"70",1715479,"DHOBY GHAUT MRT STATION",81.1585145514742,1621.6408715977
"71",1719704,"CHINATOWN MRT STATION",103.453541272987,1201.87444349655
"72",1726303,"FARRER PARK MRT STATION",298.329065226984,2947.78539389871
"73",1766900,"SOMERSET MRT STATION",673.702424745861,2647.476418803
"74",1816463,"UPPER CHANGI MRT STATION",466.560020528819,13574.8396875306
"75",1833950,"STEVENS MRT STATION",295.971502896528,4597.62499586645
"76",1838622,"BEDOK MRT STATION",854.59786886946,8655.96975839056
"77",1857229,"UPPER CHANGI MRT STATION",496.565839136349,13531.5910178411
"78",1900478,"ALJUNIED MRT STATION",121.298631994531,4593.50719838554
"79",1902729,"KEMBANGAN MRT STATION",316.86609570013,7824.61057947374
"80",1902793,"BEDOK MRT STATION",773.294354425952,8756.50643681698
"81",1941719,"TANJONG PAGAR MRT STATION",164.231127172439,1524.84237739925
"82",2003087,"QUEENSTOWN MRT STATION",581.509245338544,4998.70164058762
"83",2009008,"BEDOK MRT STATION",933.734718753249,8577.99810010998
"84",2024941,"BEDOK MRT STATION",819.747270187548,8699.97371894652
"85",2030663,"NOVENA MRT STATION",833.355047364912,4142.13495870744
"86",2033483,"CHOA CHU KANG MRT STATION",261.313845958265,16479.4850203351
"87",2085130,"NOVENA MRT STATION",982.436343234468,4121.10765031276
"88",2095865,"CHOA CHU KANG MRT STATION",170.103685844678,16423.8977602149
"89",2129215,"KEMBANGAN MRT STATION",222.215660177095,7883.52286564855
"90",2142826,"NOVENA MRT STATION",1095.97052897924,4204.20171576778
"91",2156372,"HOUGANG MRT STATION",797.984156421304,10471.6619725709
"92",2263583,"ALJUNIED MRT STATION",490.602044260154,4226.88881222046
"93",2320536,"MARSILING MRT STATION",947.537979126056,19161.3476601025
"94",2351979,"TIONG BAHRU MRT STATION",985.100862375801,2079.31374348791
"95",2427007,"BEAUTY WORLD MRT STATION",504.253421536462,10044.2365751515
"96",2451003,"FORT CANNING MRT STATION",253.360447003398,1432.96627620097
"97",2547370,"JALAN BESAR MRT STATION",355.552932915902,1969.03239582201
"98",2547778,"BENDEMEER MRT STATION",292.978998794351,2930.27150887199
"99",2691621,"COMMONWEALTH MRT STATION",623.169958110535,6163.49144774219
"100",2838555,"ALJUNIED MRT STATION",344.945810299446,4884.07876477045
"101",2913721,"QUEENSTOWN MRT STATION",337.772430852265,5174.77760791508
"102",2959811,"SOMERSET MRT STATION",333.056795664962,1877.88723572449
"103",3000736,"LAVENDER MRT STATION",403.062185459984,2813.90894737552
"104",3034137,"KOVAN MRT STATION",190.671624487169,8957.72447600292
"105",3075620,"DHOBY GHAUT MRT STATION",47.7164047569098,1536.6859155093
"106",3078453,"WOODLEIGH MRT STATION",206.771595380797,6178.32020238018
"107",3179080,"FARRER PARK MRT STATION",543.733334412738,2791.86580928473
"108",3179271,"LAVENDER MRT STATION",386.924706214986,2746.07020561603
"109",3209809,"CHINATOWN MRT STATION",73.7979262279702,1148.5691519734
"110",3253216,"CLARKE QUAY MRT STATION",333.601437732596,1085.23453330693
"111",3304326,"UPPER CHANGI MRT STATION",882.716135341221,14099.8262198108
"112",3349976,"TAMPINES EAST MRT STATION",1060.32872172804,14647.8862017136
"113",3479446,"CHINATOWN MRT STATION",131.348945011119,1140.84948565277
"114",3479493,"CHINATOWN MRT STATION",55.0977792139815,1142.42975379225
"115",3639516,"CHINATOWN MRT STATION",72.031832125805,1113.7188603372
"116",3651408,"CHINATOWN MRT STATION",38.3915077252441,1135.46107873875
"117",3667894,"CHINATOWN MRT STATION",76.0766704882898,1174.72419630164
"118",3717196,"CHINATOWN MRT STATION",241.190915081146,1006.27351052339
"119",3717217,"CHINATOWN MRT STATION",91.9616346785909,1133.20468707768
"120",3753251,"SOMERSET MRT STATION",561.44657525899,1952.10214820614
"121",3790364,"ALJUNIED MRT STATION",434.075783976809,4737.17352420009
"122",3802621,"JALAN BESAR MRT STATION",455.808538811752,2045.95512331436
"123",3803160,"BUGIS MRT STATION",386.558863795996,1847.93310361412
"124",3859180,"ALJUNIED MRT STATION",306.329188546074,4873.33810655882
"125",3863231,"ALJUNIED MRT STATION",330.194585084784,4871.74222032969
"126",3877859,"BEAUTY WORLD MRT STATION",655.373769111651,10962.8155561446
"127",3980202,"BUGIS MRT STATION",256.528363308707,1766.60978489093
"128",3981252,"EUNOS MRT STATION",343.808919957218,6834.07582458851
"129",3990431,"JALAN BESAR MRT STATION",515.165721614625,2034.46855625386
"130",4013186,"OUTRAM PARK MRT STATION",262.803047638377,1631.68899700742
"131",4017084,"OUTRAM PARK MRT STATION",104.699940695412,1668.87948620886
"132",4021128,"HOLLAND VILLAGE MRT STATION",927.307408717797,7525.8897434493
"133",4026199,"STEVENS MRT STATION",467.561502328786,4388.39870789866
"134",4054698,"CHINATOWN MRT STATION",212.372460911052,1036.74136046627
"135",4069756,"CHINATOWN MRT STATION",116.352547608294,1141.36361077702
"136",4087935,"NOVENA MRT STATION",377.526725965529,3604.55949243921
"137",4138944,"STEVENS MRT STATION",494.638938333714,4382.16366341479
"138",4183194,"FARRER PARK MRT STATION",317.620852622791,3191.94874494296
"139",4252548,"ALJUNIED MRT STATION",383.830666933248,4850.31344773352
"140",4309836,"POTONG PASIR MRT STATION",677.776623845394,4704.67256670401
"141",4360679,"MOUNTBATTEN MRT STATION",457.421933383922,4272.45288173977
"142",4360902,"MOUNTBATTEN MRT STATION",496.215446924345,4104.76492641833
"143",4380000,"SOMERSET MRT STATION",517.837396763376,2484.92723879037
"144",4383465,"FARRER PARK MRT STATION",447.236928970457,3189.0286542833
"145",4412603,"BEDOK MRT STATION",1500.49496916583,10125.8010777436
"146",4441346,"MOUNTBATTEN MRT STATION",944.530480487013,3596.05947856046
"147",4450681,"STEVENS MRT STATION",444.667483511841,4403.79021281499
"148",4458103,"DOWNTOWN MRT STATION",290.756095828695,827.82588735131
"149",4486217,"FERNVALE LRT STATION",887.769713267075,11418.9562053767
"150",4499317,"ESPLANADE MRT STATION",287.067546169619,1032.18140138613
"151",4514543,"SEMBAWANG MRT STATION",575.953123352183,18932.4894669159
"152",4526703,"LAVENDER MRT STATION",58.8483399862332,2558.49266949263
"153",4530362,"TELOK AYER MRT STATION",164.390888324211,770.343588455095
"154",4541072,"CALDECOTT MRT STATION",486.028069316428,6255.71267326179
"155",4541183,"CLARKE QUAY MRT STATION",424.41860724516,418.360943992936
"156",4561032,"FARRER PARK MRT STATION",233.435435297681,2771.51491996571
"157",4583694,"MARYMOUNT MRT STATION",1507.75000628497,8511.76820096694
"158",4584539,"ALJUNIED MRT STATION",560.057450542696,4213.85973635126
"159",4619928,"ALJUNIED MRT STATION",89.3244857294201,4634.38937644406
"160",4640273,"SOMERSET MRT STATION",371.782451428272,2348.92447586411
"161",4645834,"MOUNTBATTEN MRT STATION",549.851839946377,4167.20015787995
"162",4656316,"MOUNTBATTEN MRT STATION",485.914087642613,4133.50834744323
"163",4664392,"CHINATOWN MRT STATION",306.975661401542,1102.94499056085
"164",4683314,"STEVENS MRT STATION",406.643005426995,4423.60274100442
"165",4712676,"ANG MO KIO MRT STATION",1289.00730081704,8959.375107405
"166",4722005,"SEMBAWANG MRT STATION",517.044049540029,18865.194097548
"167",4771752,"DHOBY GHAUT MRT STATION",174.355816284224,1551.3581036071
"168",4833408,"EUNOS MRT STATION",594.610437453567,7286.74357328643
"169",4862396,"HOUGANG MRT STATION",171.51595026674,10249.1744109685
"170",4863317,"CHINATOWN MRT STATION",183.29856317299,1247.21628597056
"171",4869221,"CHINATOWN MRT STATION",246.568071948019,1222.49595813987
"172",4899063,"POTONG PASIR MRT STATION",411.357112880976,5608.18665793873
"173",4926170,"MARYMOUNT MRT STATION",912.988534879096,7791.50354986287
"174",4926192,"BENDEMEER MRT STATION",315.79462789014,3414.55424267409
"175",4926634,"MOUNTBATTEN MRT STATION",549.572487808481,4293.41181935707
"176",4973227,"CLARKE QUAY MRT STATION",291.490289919115,472.894828601488
"177",4978175,"TANAH MERAH MRT STATION",568.474665121649,11000.1809159127
"178",4979889,"STEVENS MRT STATION",451.044913418247,4351.13964836441
"179",4989903,"HOLLAND VILLAGE MRT STATION",106.978075816983,7031.19973305962
"180",4990392,"MOUNTBATTEN MRT STATION",540.089522193283,4152.47105634057
"181",5006143,"COMMONWEALTH MRT STATION",290.383840953064,6440.05324695859
"182",5018128,"TANAH MERAH MRT STATION",774.89153299198,11027.713504001
"183",5024661,"ALJUNIED MRT STATION",426.059895425492,4934.56338331534
"184",5040689,"YIO CHU KANG MRT STATION",2049.98627554817,9673.65008219087
"185",5052014,"OUTRAM PARK MRT STATION",482.503781936934,1884.55159599166
"186",5087311,"EUNOS MRT STATION",663.361028447556,6603.37755164579
"187",5116961,"TIONG BAHRU MRT STATION",618.806306182514,2464.67607175096
"188",5118006,"MOUNTBATTEN MRT STATION",543.094364862382,4316.99677048447
"189",5129422,"TANAH MERAH MRT STATION",413.453330491611,11637.9776877969
"190",5233415,"OUTRAM PARK MRT STATION",434.71265889708,1807.54243669677
"191",5253599,"BENDEMEER MRT STATION",521.386403945182,3245.45299186257
"192",5272363,"STEVENS MRT STATION",547.531848267004,4291.73922933863
"193",5319766,"TELOK AYER MRT STATION",198.224615346839,884.34169531906
"194",5339318,"DHOBY GHAUT MRT STATION",388.844485832909,2041.84019031048
"195",5348703,"JALAN BESAR MRT STATION",153.880821032533,2009.92654936164
"196",5355795,"LITTLE INDIA MRT STATION",201.793380718827,1962.18313126906
"197",5376182,"JALAN BESAR MRT STATION",201.29598226208,1937.54281331342
"198",5376240,"JALAN BESAR MRT STATION",110.998331785966,2147.7487195108
"199",5377148,"JALAN BESAR MRT STATION",43.4807795982606,2124.05991343998
"200",5377342,"JALAN BESAR MRT STATION",197.526665035618,1947.43026860652
"201",5386637,"BOON LAY MRT STATION",914.181836799867,16858.3117168196
"202",5406502,"BEDOK MRT STATION",1707.82660171543,9834.96593542459
"203",5424650,"DAKOTA MRT STATION",1386.24862537107,5422.09940413757
"204",5436010,"KHATIB MRT STATION",295.892361486331,14458.2896279417
"205",5446857,"TANJONG PAGAR MRT STATION",428.47113984782,1681.69538768645
"206",5447608,"FARRER PARK MRT STATION",502.502886885938,3308.80435288608
"207",5448209,"OUTRAM PARK MRT STATION",458.401815987609,1697.5495797896
"208",5464246,"MATTAR MRT STATION",257.861677436332,5765.34608479721
"209",5481530,"TEN MILE JUNCTION LRT STATION",131.157428829474,14658.5131196248
"210",5493930,"NOVENA MRT STATION",465.982826778558,3723.42165585997
"211",5494971,"NOVENA MRT STATION",410.306524169571,3562.11537248735
"212",5504230,"LAVENDER MRT STATION",433.613450939445,2669.42572649174
"213",5529062,"OUTRAM PARK MRT STATION",538.009584136469,2133.47289269002
"214",5551665,"HOLLAND VILLAGE MRT STATION",75.5624969487834,6982.26136745703
"215",5573458,"CANBERRA MRT STATION",641.465572953465,17592.4041252851
"216",5584157,"ADMIRALTY MRT STATION",796.974155191447,18590.4400931461
"217",5609608,"ADMIRALTY MRT STATION",803.262877722579,18496.7316197813
"218",5667427,"KHATIB MRT STATION",190.802301955403,14553.1817745566
"219",5704432,"POTONG PASIR MRT STATION",583.622511299019,5650.21835031386
"220",5714743,"FORT CANNING MRT STATION",533.538408056113,1719.62223318866
"221",5774164,"ALJUNIED MRT STATION",500.524875052903,4201.30780003448
"222",5786355,"BOON KENG MRT STATION",116.972053919169,3900.012088528
"223",5798211,"UPPER CHANGI MRT STATION",471.904387039928,13636.683108909
"224",5819462,"RANGGUNG LRT STATION",400.336616029002,12253.6578273634
"225",5827713,"UPPER CHANGI MRT STATION",374.1261664052,13584.501228147
"226",5827998,"UPPER CHANGI MRT STATION",324.025320443049,13630.0427412946
"227",5854894,"FARRER PARK MRT STATION",480.525015362888,3330.04621948209
"228",5882204,"KEMBANGAN MRT STATION",212.059729210836,7873.72057006036
"229",5889741,"BUGIS MRT STATION",277.658800256645,1681.86573229769
"230",5908083,"BOON KENG MRT STATION",546.761266667498,3376.14642401013
"231",5919270,"UPPER CHANGI MRT STATION",350.459864076883,13773.2786416108
"232",5975052,"KHATIB MRT STATION",1257.75249619119,14459.7123760468
"233",5992537,"ORCHARD MRT STATION",585.606008101617,2949.19456936042
"234",6020248,"HOLLAND VILLAGE MRT STATION",99.136596669117,6981.47440305662
"235",6023517,"FARRER PARK MRT STATION",558.562986972394,3266.10722701353
"236",6026527,"KEMBANGAN MRT STATION",228.675327813327,7807.57731632361
"237",6026528,"KEMBANGAN MRT STATION",364.984569169002,7863.61607720996
"238",6034462,"SOMERSET MRT STATION",625.866180808124,1875.04454673907
"239",6079533,"TAMPINES EAST MRT STATION",1308.21854982227,14915.4150881135
"240",6128096,"ALJUNIED MRT STATION",496.351708303165,4818.76852102438
"241",6147375,"COVE LRT STATION",81.5982739727651,13769.6365828817
"242",6170451,"KEMBANGAN MRT STATION",386.946534932125,8022.8134753113
"243",6179573,"CHINATOWN MRT STATION",44.7531473164557,1003.61332610463
"244",6183734,"ALJUNIED MRT STATION",585.101441873535,4848.20661435907
"245",6190850,"KENT RIDGE MRT STATION",1796.15245339526,9424.76855573279
"246",6253881,"BISHAN MRT STATION",541.107533696698,7757.81197495853
"247",6261313,"HOLLAND VILLAGE MRT STATION",105.887727890987,7028.86876821542
"248",6287204,"WOODLANDS SOUTH MRT STATION",895.45240593016,17423.5856388705
"249",6300577,"MATTAR MRT STATION",338.604462529561,5941.99265550139
"250",6305559,"DOWNTOWN MRT STATION",91.4911276491324,682.533545231141
"251",6317686,"CHINATOWN MRT STATION",103.453541272987,1201.87444349655
"252",6337983,"KEMBANGAN MRT STATION",502.167302447176,7346.83574627668
"253",6340605,"NOVENA MRT STATION",652.659494301015,4368.4264180375
"254",6352827,"ALJUNIED MRT STATION",498.631591019591,4202.0928091228
"255",6426115,"ALJUNIED MRT STATION",458.525375284222,5034.67154399711
"256",6453321,"YIO CHU KANG MRT STATION",2195.65258063207,9695.42926638665
"257",6481052,"SOMERSET MRT STATION",468.70813859058,1748.10930016198
"258",6528111,"OUTRAM PARK MRT STATION",595.225357578336,2146.05140324523
"259",6528691,"STEVENS MRT STATION",1417.12090561953,4499.72847231078
"260",6529707,"KENT RIDGE MRT STATION",1909.2700120144,9548.69207940696
"261",6547248,"BEAUTY WORLD MRT STATION",963.323236657606,11481.4686578855
"262",6553302,"KEMBANGAN MRT STATION",234.097635491846,7876.26107431253
"263",6603464,"CANBERRA MRT STATION",873.66689099018,17372.5875798111
"264",6605136,"ALJUNIED MRT STATION",395.035976929409,4799.81739875407
"265",6607671,"LAVENDER MRT STATION",467.914698666687,2738.48634113198
"266",6620261,"BOON KENG MRT STATION",1092.14164634051,4179.72480725373
"267",6620271,"PAYA LEBAR MRT STATION",84.7774732269666,5459.01408444406
"268",6630341,"WOODLEIGH MRT STATION",646.197786866325,6716.05137330536
"269",6638508,"BENDEMEER MRT STATION",423.305824273043,3033.3291572273
"270",6663672,"DOWNTOWN MRT STATION",314.673188447544,876.39616948553
"271",6663906,"ONE-NORTH MRT STATION",743.049337297027,7987.62034476101
"272",6693516,"KEMBANGAN MRT STATION",510.323511198651,7276.52684328049
"273",6698970,"CANBERRA MRT STATION",664.063858676861,17543.1111184829
"274",6716844,"BUGIS MRT STATION",307.027427729067,1823.77814552632
"275",6718219,"WOODLEIGH MRT STATION",533.459789280379,6694.15215047833
"276",6718514,"SERANGOON MRT STATION",490.379960653237,6923.42956505756
"277",6750089,"PAYA LEBAR MRT STATION",302.405727029884,5268.22714687775
"278",6803701,"CANBERRA MRT STATION",682.094926967821,17543.1277361589
"279",6824319,"TEN MILE JUNCTION LRT STATION",149.660517709323,14696.3792146307
"280",6830660,"BEAUTY WORLD MRT STATION",1658.52518883877,10870.1558647113
"281",6837947,"BUANGKOK MRT STATION",359.857252257615,11288.8033631076
"282",6890874,"OUTRAM PARK MRT STATION",268.141621500729,1522.89094411287
"283",6891247,"LAVENDER MRT STATION",117.465167735862,2665.23530094659
"284",6891630,"LAVENDER MRT STATION",131.835239585152,2691.08458803986
"285",6939552,"TAMPINES WEST MRT STATION",321.357729016585,11846.150628614
"286",6946972,"CANBERRA MRT STATION",721.388252202596,17543.8430738094
"287",6947366,"TIONG BAHRU MRT STATION",908.664782919437,3124.15594383866
"288",6993627,"ALJUNIED MRT STATION",480.491927003421,4860.78077713673
"289",7040433,"BEDOK MRT STATION",1008.32201663799,9434.75758683633
"290",7054222,"DHOBY GHAUT MRT STATION",303.232843796763,1729.05900538071
"291",7105265,"ALJUNIED MRT STATION",243.241074973686,4457.48742019974
"292",7117201,"POTONG PASIR MRT STATION",741.238621648281,4630.63376379783
"293",7162659,"DOVER MRT STATION",721.964153267369,8139.11676713377
"294",7216716,"OUTRAM PARK MRT STATION",259.338977156197,1928.39795865149
"295",7227489,"TIONG BAHRU MRT STATION",888.657932712653,2873.61873393074
"296",7235859,"KEMBANGAN MRT STATION",737.053029276373,7316.9808484951
"297",7250709,"QUEENSTOWN MRT STATION",965.177277670307,5615.45625443457
"298",7250803,"LAKESIDE MRT STATION",1283.87182333082,15233.2465510479
"299",7256865,"KEMBANGAN MRT STATION",187.964276915904,7610.5985305452
"300",7257461,"KEMBANGAN MRT STATION",298.58425821775,7607.16204107854
"301",7265781,"YIO CHU KANG MRT STATION",532.503144153349,11030.3897550177
"302",7295353,"WOODLANDS MRT STATION",576.410002685834,18417.9403633798
"303",7311328,"NOVENA MRT STATION",312.792833403739,3758.50629396955
"304",7312255,"NOVENA MRT STATION",874.646844687912,4051.12643043781
"305",7321238,"LAKESIDE MRT STATION",688.457677467169,16564.8698486846
"306",7330207,"KEMBANGAN MRT STATION",398.860768885363,7462.55521630994
"307",7350502,"ALJUNIED MRT STATION",491.675382369796,4915.57477147452
"308",7350811,"ALJUNIED MRT STATION",491.662955495326,4979.17282280898
"309",7379192,"CHINATOWN MRT STATION",52.993142901734,1151.66325583011
"310",7393754,"PIONEER MRT STATION",1405.19643748608,18645.9716484465
"311",7441844,"RANGGUNG LRT STATION",178.61646856605,11832.9923617086
"312",7538532,"ORCHARD MRT STATION",710.489843463392,2857.68254246403
"313",7605283,"TIONG BAHRU MRT STATION",1164.8308949314,3639.25885543814
"314",7610379,"BEDOK MRT STATION",880.129621186961,9046.30608522606
"315",7614627,"SOMERSET MRT STATION",492.946875122699,1755.25640832207
"316",7632462,"DAKOTA MRT STATION",598.221353040859,4928.09880209834
"317",7641522,"BUGIS MRT STATION",359.793513984978,1913.34338105672
"318",7653937,"LAVENDER MRT STATION",86.4717650359689,2501.11634676587
"319",7666349,"KHATIB MRT STATION",1525.86969246465,13785.7413117573
"320",7667016,"LAVENDER MRT STATION",108.474748620915,2513.82350677404
"321",7681974,"REDHILL MRT STATION",832.185230850074,3392.98084150286
"322",7733844,"DOVER MRT STATION",676.932971294391,8869.54499596826
"323",7765392,"FARRER PARK MRT STATION",378.753103109813,2897.87912165299
"324",7766300,"COVE LRT STATION",241.951743160336,13863.2885411932
"325",7769781,"TANJONG PAGAR MRT STATION",607.091552247676,1907.85797038827
"326",7811392,"CANBERRA MRT STATION",641.204541779958,17368.7050187197
"327",7829853,"ALJUNIED MRT STATION",535.951615911816,4226.6019725659
"328",7830009,"ALJUNIED MRT STATION",580.432133681139,4208.58704623033
"329",7830012,"ALJUNIED MRT STATION",545.40475100401,4311.97626706001
"330",7846524,"KEMBANGAN MRT STATION",346.960462978025,7864.86446646039
"331",7868833,"ALJUNIED MRT STATION",350.857364898186,4873.08946245846
"332",7875935,"KALLANG MRT STATION",284.906246574945,3720.87556608066
"333",7888339,"LAVENDER MRT STATION",192.797797681584,2611.75973333253
"334",7891758,"SOMERSET MRT STATION",462.64211546686,1843.40356583308
"335",7898449,"DAKOTA MRT STATION",584.030848998193,4910.63913531299
"336",7905972,"EUNOS MRT STATION",1444.93746730834,6041.39348732848
"337",7927886,"CHINESE GARDEN MRT STATION",1211.70795824276,14967.9020330098
"338",7946472,"LAVENDER MRT STATION",26.6513291960365,2585.3944355127
"339",7959059,"SERANGOON MRT STATION",1461.52223623105,8792.13314932708
"340",7994039,"LAVENDER MRT STATION",177.230887313708,2638.63670135778
"341",7996456,"CHINESE GARDEN MRT STATION",360.338006189881,14415.7285263459
"342",8004063,"LAVENDER MRT STATION",22.3526753965655,2575.16734192559
"343",8007663,"LAVENDER MRT STATION",78.712923098379,2641.95429390422
"344",8016113,"CHINESE GARDEN MRT STATION",498.684777804264,14288.9021868232
"345",8017511,"KEMBANGAN MRT STATION",264.365405125345,7776.86454202045
"346",8036127,"HOLLAND VILLAGE MRT STATION",925.960905276407,7847.83768092382
"347",8038199,"BRAS BASAH MRT STATION",338.11746757202,1099.6926140218
"348",8061522,"STEVENS MRT STATION",668.602282723794,4136.12993689938
"349",8111502,"KEMBANGAN MRT STATION",321.602885008704,7678.05083528121
"350",8111607,"KEMBANGAN MRT STATION",244.472155854653,7674.97119707224
"351",8113569,"KEMBANGAN MRT STATION",315.434651884181,7685.13458620915
"352",8113712,"KEMBANGAN MRT STATION",440.008579624509,7572.85403349999
"353",8113821,"KEMBANGAN MRT STATION",335.551805202915,7696.19225316511
"354",8113893,"KEMBANGAN MRT STATION",424.572239841505,7465.05997607189
"355",8113936,"KEMBANGAN MRT STATION",471.192131011478,7444.75023990636
"356",8114003,"KEMBANGAN MRT STATION",269.816826486836,7645.9773144399
"357",8133710,"SOMERSET MRT STATION",407.079579507129,1870.86489013382
"358",8156821,"BUKIT BROWN MRT STATION",855.38942654025,6672.32849206919
"359",8160733,"ALJUNIED MRT STATION",86.2195168744718,4615.36816089783
"360",8176609,"DOWNTOWN MRT STATION",182.369657525664,701.479720888115
"361",8180339,"DOWNTOWN MRT STATION",144.044421627219,676.124750103184
"362",8180346,"UPPER CHANGI MRT STATION",296.591172596569,13715.645315461
"363",8195397,"ROCHOR MRT STATION",185.669182969944,2115.71867494603
"364",8195910,"ROCHOR MRT STATION",200.085000308378,2101.70710029583
"365",8196180,"LITTLE INDIA MRT STATION",205.563065086445,2080.24055455515
"366",8196359,"ROCHOR MRT STATION",227.839273828366,2075.61923849837
"367",8196417,"ROCHOR MRT STATION",204.618137917718,2127.3961535605
"368",8212166,"DOWNTOWN MRT STATION",116.214493264104,695.691119523512
"369",8212422,"ROCHOR MRT STATION",147.97802565446,2199.48399070041
"370",8234618,"DOWNTOWN MRT STATION",262.827188876081,510.536834790791
"371",8256942,"CANBERRA MRT STATION",679.300748320446,17554.0477387548
"372",8259582,"SOMERSET MRT STATION",609.055769413235,1821.53580495546
"373",8264717,"TAMPINES WEST MRT STATION",386.554596344872,11865.2139945879
